,model,km_driven,seller_type,transmission,owner,engine,max_power,torque,seats,LPG,CNG,Petrol,Diesel
1738,2009 Mahindra Scorpio VLS 2.2 mHawk,80000,Individual,Manual,Third Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,False,False,False,True
1739,2017 Hyundai Grand i10 Sportz,25000,Individual,Manual,First Owner,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
1740,2019 Tata Zest Quadrajet 1.3 75PS XE,15000,Individual,Manual,1,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,False,False,False,True
1741,2011 Maruti Alto K10 2010-2014 VXI,35000,Individual,Manual,Second Owner,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
1742,2008 Maruti Alto LXi,80000,Individual,Manual,Second Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
1743,2017 Tata Nexon 1.5 Revotorq XE,25000,Individual,Manual,First Owner,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0,False,False,False,True
1744,2017 Volkswagen Ameo 1.5 TDI Comfortline,52000,Individual,Manual,First Owner,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,False,False,False,True
1745,2017 Volkswagen Ameo 1.5 TDI Comfortline,52000,Individual,Manual,1,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,False,False,False,True
1746,2016 Mahindra KUV 100 mFALCON D75 K6 Plus,80000,Individual,Manual,First Owner,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,False,False,False,True
1747,2011 Maruti Swift VDI BSIV W ABS,77000,Individual,Manual,Second Owner,,,,,False,False,False,True
1748,2017 Toyota Fortuner 2.8 4WD AT BSIV,50000,Individual,Automatic,First Owner,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7.0,False,False,False,True
1749,2017 Maruti Swift Dzire VDI,127000,Individual,Manual,First Owner,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
1750,2017 Honda WR-V i-VTEC VX,30000,Individual,Manual,1,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,False,False,True,False
1751,2017 Maruti Ertiga SHVS ZDI Plus,70000,Individual,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
1752,2017 Mahindra XUV500 W10 2WD,54000,Individual,Manual,First Owner,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
1753,2011 Mitsubishi Pajero 2.8 SFX BSIII Single Tone,120000,Individual,Manual,Second Owner,2835 CC,116.9 bhp,292Nm@ 2000rpm,6.0,False,False,False,True
1754,2011 Hyundai i20 1.4 CRDi Sportz,116500,Individual,Manual,First Owner,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,False,False,False,True
1755,2012 Toyota Innova 2.5 G (Diesel) 8 Seater,145000,Individual,Manual,2,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8.0,False,False,False,True
1756,2012 Hyundai i20 Sportz 1.2,120000,Individual,Manual,First Owner,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,False,False,True,False
1757,2011 Tata New Safari DICOR 2.2 VX 4x2 BS IV,120000,Individual,Manual,First Owner,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,False,False,False,True
1758,2016 Ford Figo 1.5D Trend MT,80000,Individual,Manual,First Owner,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,False,False,False,True
1759,2013 Maruti Ertiga VXI,140000,Individual,Manual,First Owner,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,False,False,True,False
1760,2008 Hyundai Verna Xi (Petrol),100000,Individual,Manual,4+,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5.0,False,False,True,False
1761,2019 Hyundai Xcent 1.2 VTVT E,100000,Individual,Manual,First Owner,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,False,False,True,False
1762,2011 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,168000,Individual,Manual,Second Owner,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,False,False,False,True
1763,2010 Chevrolet Cruze LTZ,120000,Individual,Manual,Third Owner,1991 CC,147.9 bhp,327Nm@ 2600rpm,5.0,False,False,False,True
1764,2016 Toyota Etios GD,145000,Individual,Manual,Second Owner,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5.0,False,False,False,True
1765,2011 Ford Figo Diesel Titanium,90000,Individual,Manual,2,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
1766,2019 Hyundai Xcent 1.2 VTVT S,90000,Individual,Manual,First Owner,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,False,False,True,False
1767,2018 Jeep Compass 2.0 Longitude Option BSIV,80000,Individual,Manual,First Owner,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,False,False,False,True
1768,2019 Ford Aspire Titanium BSIV,33000,Dealer,Manual,First Owner,1194 CC,94.93 bhp,120Nm@ 4250rpm,5.0,False,False,True,False
1769,2014 Chevrolet Sail 1.2 LS ABS,13500,Individual,Manual,First Owner,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,False,False,True,False
1770,2012 Tata Indigo LX,80000,Individual,Manual,1,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0,False,False,False,True
1771,2017 Hyundai i20 1.2 Spotz,20000,Individual,Manual,First Owner,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,False,False,True,False
1772,2013 Maruti Swift Dzire VDI,58000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
1773,2013 Hyundai EON Magna Plus,40000,Individual,Manual,First Owner,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,False,False,True,False
1774,2015 Honda City i VTEC V,30000,Individual,Manual,First Owner,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,False,False,True,False
1775,2000 Maruti 800 AC,50000,Individual,Manual,2,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
1776,2016 Ford Figo Aspire 1.5 TDCi Ambiente,73000,Individual,Manual,First Owner,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,False,False,False,True
1777,2014 Maruti Ritz VDi,90000,Individual,Manual,Second Owner,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
1778,2015 Maruti Wagon R VXI BS IV,50000,Individual,Manual,Second Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
1779,2011 Hyundai Verna 1.6 CRDI,80000,Individual,Manual,Third Owner,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
1780,2011 Hyundai i20 1.4 CRDi Magna,70000,Individual,Manual,2,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,False,False,False,True
1781,2011 Chevrolet Spark 1.0 LS,41000,Individual,Manual,First Owner,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,False,False,True,False
1782,2013 Volkswagen Polo Petrol Comfortline 1.2L,50000,Individual,Manual,Fourth & Above Owner,1198 CC,73.9 bhp,110Nm@ 3750rpm,5.0,False,False,True,False
1783,2014 Ford Classic 1.4 Duratorq Titanium,113226,Dealer,Manual,First Owner,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
1784,2013 Ford Figo Diesel Celebration Edition,90000,Individual,Manual,Second Owner,1399 CC,68.1 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
1785,2007 Maruti Swift 1.3 VXi,70000,Individual,Manual,3,,,,,False,False,True,False
1786,2010 Mahindra Scorpio M2DI,160500,Individual,Manual,Fourth & Above Owner,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0,False,False,False,True
1787,2015 Maruti Ciaz AT ZXi,30000,Individual,Automatic,First Owner,1373 CC,91.1 bhp,130Nm@ 4000rpm,5.0,False,False,True,False
1788,2014 Renault Duster 4x4,132000,Individual,Manual,Second Owner,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,False,False,False,True
1789,2013 Maruti Swift VDI,120000,Individual,Manual,Third Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
1790,2011 Hyundai Verna Transform VTVT,80000,Individual,Manual,2,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5.0,False,False,True,False
1791,2015 Mahindra Scorpio 1.99 S6 Plus,57000,Individual,Manual,Second Owner,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,False,False,False,True
1792,2018 Maruti Swift Dzire LXI 1.2 BS IV,5000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
1793,2016 Hyundai Verna 1.6 VTVT SX,25000,Individual,Manual,First Owner,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,False,False,True,False
1794,2015 Hyundai Creta 1.6 CRDi SX Option,80000,Individual,Manual,Second Owner,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
1795,2011 Chevrolet Optra Magnum 2.0 LS BSIII,88000,Individual,Manual,3,1991 CC,123.7 bhp,305Nm@ 2000rpm,5.0,False,False,False,True
1796,2014 Toyota Innova 2.5 VX (Diesel) 7 Seater,217000,Individual,Manual,Second Owner,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,False,False,False,True
1797,2015 Datsun GO Plus A,60000,Individual,Manual,First Owner,1198 CC,67 bhp,104Nm@ 4000rpm,7.0,False,False,True,False
1798,2017 Maruti Swift Dzire VXI,43000,Individual,Manual,First Owner,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
1799,2014 Skoda Rapid 1.5 TDI AT Ambition Plus,77000,Individual,Automatic,Second Owner,1498 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,False,False,False,True
1800,2016 Renault KWID RXT,30000,Individual,Manual,1,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,False,False,True,False
1801,2015 Maruti Alto 800 LXI,40000,Individual,Manual,Second Owner,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,False,True,False
1802,2014 Chevrolet Enjoy TCDi LS 8 Seater,139000,Individual,Manual,Second Owner,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,8.0,False,False,False,True
1803,2016 Hyundai Grand i10 Magna,80000,Individual,Manual,First Owner,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
1804,2014 Chevrolet Beat Diesel LT Option,76000,Individual,Manual,Second Owner,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0,False,False,False,True
1805,2019 Hyundai Elite i20 Magna Plus BSIV,3500,Individual,Manual,1,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,False,False,True,False
1806,2007 Maruti 800 AC BSIII,62000,Individual,Manual,Second Owner,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
1807,2007 Tata New Safari 4X2,110000,Individual,Manual,Second Owner,2092 CC,127 bhp,"20@ 3,750(kgm@ rpm)",7.0,False,False,True,False
1808,2012 Chevrolet Spark 1.0 LT,40000,Individual,Manual,Second Owner,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5.0,False,False,True,False
1809,2013 Tata Indica Vista Aqua 1.3 Quadrajet (ABS),120000,Individual,Manual,Second Owner,,,,,False,False,False,True
1810,2012 Mahindra XUV500 W6 2WD,1500000,Individual,Manual,1,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
1811,2011 Maruti Alto LX,70000,Individual,Manual,Third Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
1812,2012 Maruti Swift Dzire LDi,77000,Individual,Manual,Second Owner,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
1813,2011 Chevrolet Spark 1.0 LT,110000,Individual,Manual,Second Owner,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,False,False,True,False
1814,2016 Maruti Wagon R VXI Optional,20000,Individual,Manual,First Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
1815,1995 Mahindra Jeep MM 540,90000,Individual,Manual,3,,,,,False,False,False,True
1816,2005 Mercedes-Benz E-Class E270 CDI,120005,Individual,Automatic,Second Owner,2987 CC,198.5 bhp,"46.5@ 1,400-2,800(kgm@ rpm)",5.0,False,False,False,True
1817,2012 Maruti Alto K10 Knightracer,16830,Individual,Manual,First Owner,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
1818,2013 Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,70000,Individual,Manual,First Owner,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0,False,False,False,True
1819,2017 Renault KWID 1.0 RXT 02 Anniversary Edition,38000,Individual,Manual,First Owner,999 CC,67 bhp,91Nm@ 4250rpm,5.0,False,False,True,False
1820,2013 Mahindra Bolero 2011-2019 DI NON AC BS III White,80000,Individual,Manual,1,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0,False,False,False,True
1821,2018 Toyota Fortuner 2.8 4WD MT BSIV,50000,Individual,Manual,First Owner,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7.0,False,False,False,True
1822,2007 Tata Indica V2 DLE BSIII,50000,Individual,Manual,First Owner,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0,False,False,False,True
1823,2013 Mahindra Quanto C2,52000,Individual,Manual,First Owner,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,False,False,False,True
1824,2012 Tata Indigo V BSIII,50000,Individual,Manual,First Owner,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0,False,False,False,True
1825,2016 Hyundai EON Magna Plus,30000,Individual,Manual,1,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,False,False,True,False
1826,2014 Mahindra Bolero 2011-2019 SLE BSIII,103000,Individual,Manual,First Owner,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,False,False,False,True
1827,2011 Ford Endeavour 3.0L 4X4 AT,93468,Individual,Automatic,Second Owner,2953 CC,153.86 bhp,380Nm@ 2500rpm,7.0,False,False,False,True
1828,2019 Volvo XC40 D4 Inscription BSIV,20000,Individual,Automatic,First Owner,1969 CC,190 bhp,400Nm,5.0,False,False,False,True
1829,2010 Volkswagen Jetta 1.6 Trendline,80000,Individual,Manual,Second Owner,1595 CC,102 bhp,"15@ 3,800(kgm@ rpm)",5.0,False,False,True,False
1830,2018 Ford Endeavour 3.2 Titanium AT 4X4,12000,Individual,Automatic,1,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7.0,False,False,False,True
1831,2013 Tata Indigo eCS VX BSIV,70000,Individual,Manual,First Owner,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
1832,2019 Honda Amaze V Petrol BSIV,4500,Individual,Manual,First Owner,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,False,False,True,False
1833,2012 Tata Indigo CS eLX BS IV,35000,Individual,Manual,First Owner,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
1834,2018 Toyota Fortuner 2.8 4WD AT BSIV,60000,Individual,Automatic,First Owner,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7.0,False,False,False,True
1835,2018 Mahindra XUV500 W10 1.99 mHawk,30000,Individual,Manual,1,1997 CC,140 bhp,320Nm@ 1600-2800rpm,7.0,False,False,False,True
1836,2015 Ford Figo 1.5P Titanium AT,40000,Individual,Automatic,First Owner,1499 CC,110.4 bhp,136Nm@ 4250rpm,5.0,False,False,True,False
1837,2011 Tata Manza ELAN Quadrajet BS III,70000,Individual,Manual,First Owner,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,False,False,False,True
1838,2010 Tata Manza Aura (ABS) Quadrajet BS IV,120000,Individual,Manual,First Owner,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0,False,False,False,True
1839,2008 Mahindra Scorpio VLX 2WD BSIII,120000,Individual,Manual,Second Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,False,False,False,True
1840,2012 Tata Indigo CS eLS BS IV,90000,Individual,Manual,1,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
1841,2012 Tata Indigo eCS LX BSIV,35000,Individual,Manual,Second Owner,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
1842,2018 Maruti Omni E MPI STD BS IV,30000,Individual,Manual,First Owner,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,False,False,True,False
1843,2018 Hyundai Creta 1.4 CRDi S,70000,Individual,Manual,First Owner,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
1844,2012 Tata Manza Club Class Quadrajet90 LX,60000,Individual,Manual,First Owner,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0,False,False,False,True
1845,2013 Tata Indigo eCS VX BSIV,70000,Individual,Manual,1,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
1846,2018 Hyundai i20 1.2 Asta,6000,Individual,Manual,First Owner,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,False,False,True,False
1847,2016 Maruti Swift VXI Optional,20000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
1848,2017 Tata Indigo CS LX (TDI) BS-III,70000,Individual,Manual,First Owner,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,False,False,False,True
1849,2016 Honda City i VTEC VX,65000,Individual,Manual,First Owner,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,False,False,True,False
1850,2017 Tata Tiago 1.2 Revotron XZ,25000,Individual,Manual,1,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,False,False,True,False
1851,2019 Maruti Eeco 5 Seater AC BSIV,10000,Individual,Manual,First Owner,1196 CC,73 bhp,101Nm@ 3000rpm,5.0,False,False,True,False
1852,2003 Maruti 800 Std MPFi,35000,Individual,Manual,Fourth & Above Owner,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
1853,2014 Nissan Teana XL,80000,Individual,Automatic,Second Owner,2496 CC,179.5 bhp,228Nm@ 4400rpm,5.0,False,False,True,False
1854,2010 Chevrolet Beat LT,63000,Individual,Manual,First Owner,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,False,False,True,False
1855,2008 Tata Indica V2 DLS TC,100000,Individual,Manual,1,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0,False,False,False,True
1856,2019 Honda Amaze S i-VTEC,1303,Dealer,Manual,First Owner,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,False,False,True,False
1857,2018 Audi Q5 35TDI Premium Plus,31800,Dealer,Automatic,First Owner,1968 CC,188 bhp,400nm@ 1750-3000rpm,5.0,False,False,False,True
1858,2019 Lexus ES 300h,20000,Dealer,Automatic,First Owner,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,False,False,True,False
1859,2017 Jaguar XF 2.0 Diesel Portfolio,45000,Dealer,Automatic,First Owner,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,False,False,False,True
1860,2017 Jeep Wrangler 2016-2019 3.6 4X4,17000,Individual,Automatic,1,3604 CC,280 bhp,347Nm@ 4300rpm,5.0,False,False,True,False
1861,2018 Toyota Yaris V BSIV,4295,Trustmark Dealer,Manual,First Owner,1496 CC,105.5 bhp,140Nm@ 4200rpm,5.0,False,False,True,False
1862,2018 Toyota Yaris V BSIV,5229,Trustmark Dealer,Manual,First Owner,1496 CC,105.5 bhp,140Nm@ 4200rpm,5.0,False,False,True,False
1863,2016 Toyota Camry 2.5 Hybrid,68089,Trustmark Dealer,Automatic,First Owner,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0,False,False,True,False
1864,2018 Maruti Ciaz 1.3 Alpha,23712,Trustmark Dealer,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
1865,2016 Honda Jazz VX,56494,Trustmark Dealer,Manual,1,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,False,False,True,False
1866,2018 Maruti Wagon R VXI BS IV,16589,Trustmark Dealer,Manual,First Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
1867,2013 Toyota Innova 2.5 VX (Diesel) 7 Seater,79328,Trustmark Dealer,Manual,Second Owner,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,False,False,False,True
1868,2016 Honda City i VTEC V,53201,Trustmark Dealer,Manual,Second Owner,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,False,False,True,False
1869,2017 Maruti Baleno Delta,25272,Trustmark Dealer,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
1870,2017 Maruti Vitara Brezza ZDi Plus,53619,Trustmark Dealer,Manual,1,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
1871,2019 BMW X4 M Sport X xDrive20d,7500,Dealer,Automatic,First Owner,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,False,False,False,True
1872,2019 BMW X4 M Sport X xDrive20d,8500,Dealer,Automatic,First Owner,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,False,False,False,True
1873,2019 Honda Amaze V CVT Petrol BSIV,7032,Trustmark Dealer,Automatic,First Owner,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,False,False,True,False
1874,2018 Ford Ecosport 1.5 Petrol Ambiente,6001,Dealer,Manual,First Owner,1496 CC,120.69 bhp,149Nm@ 4500rpm,5.0,False,False,True,False
1875,2013 Tata Indigo CS LS (TDI) BS-III,80000,Individual,Manual,1,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,False,False,False,True
1876,2018 Renault Duster 110PS Diesel RxZ,12000,Individual,Manual,First Owner,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,False,False,False,True
1877,2017 Ford EcoSport 1.5 Petrol Titanium BSIV,25000,Individual,Manual,First Owner,1497 CC,121.31 bhp,150Nm@ 4500rpm,5.0,False,False,True,False
1878,2017 Hyundai i20 2015-2017 Asta Option 1.4 CRDi,40000,Individual,Manual,Second Owner,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
1879,2010 Maruti Swift Ldi BSIV,130000,Individual,Manual,Third Owner,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
1880,2011 Skoda Yeti Ambition 4WD,202000,Individual,Manual,1,1968 CC,138.08 bhp,320Nm@ 1750-2500rpm,5.0,False,False,False,True
1881,2018 Maruti Ciaz S 1.3,40000,Individual,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
1882,2000 Maruti Zen LX,70000,Individual,Manual,Fourth & Above Owner,993 CC,60 bhp,78Nm@ 4500rpm,5.0,False,False,True,False
1883,2008 Honda City 2017-2020 GXi,120000,Individual,Manual,Second Owner,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,False,False,True,False
1884,2015 Maruti Swift Dzire VDI,60000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
1885,2009 Maruti Zen Estilo LXI BS IV,60000,Individual,Manual,1,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
1886,2004 Maruti Alto LXI,60000,Individual,Manual,Second Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
1887,2016 Maruti Baleno Delta 1.3,78000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
1888,2013 Renault Duster 85PS Diesel RxL Optional,80000,Individual,Manual,Second Owner,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,False,False,False,True
1889,2006 Maruti Alto LXi,120000,Individual,Manual,Fourth & Above Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
1890,2003 Maruti 800 Std MPFi,90000,Individual,Manual,4+,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
1891,2006 Maruti Alto LX,100000,Individual,Manual,Second Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
1892,2009 Maruti Alto Std,70000,Individual,Manual,Fourth & Above Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
1893,2004 Hyundai Accent VIVA CRDi,160000,Individual,Manual,Third Owner,1493 CC,82 bhp,187Nm@ 2500rpm,5.0,False,False,False,True
1894,2006 Mahindra Scorpio 2.6 CRDe,120000,Individual,Manual,Third Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,False,False,False,True
1895,2005 Hyundai Accent CRDi,100000,Individual,Manual,3,1493 CC,82 bhp,187Nm@ 2500rpm,5.0,False,False,False,True
1896,2013 Maruti Ertiga VDI,60000,Individual,Manual,Second Owner,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
1897,2010 Chevrolet Cruze LTZ,135000,Individual,Manual,Third Owner,1991 CC,147.9 bhp,327Nm@ 2600rpm,5.0,False,False,False,True
1898,2016 Maruti Swift VXI Optional,90000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
1899,2013 Volkswagen Polo Diesel Highline 1.2L,75000,Individual,Manual,Second Owner,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,False,False,False,True
1900,2005 Toyota Innova 2.5 E Diesel MS 7-seater,185000,Individual,Manual,2,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,False,False,False,True
1901,2015 Nissan Micra XV CVT,71717,Individual,Automatic,Second Owner,1198 CC,76 bhp,104Nm@ 4400rpm,5.0,False,False,True,False
