,name,year,miles_driven,price_per_mile,mileage,selling_price,seller_type,owner,transmission,engine,torque,seats,fuel
4896,Mahindra XUV500 W6 2WD,2017,27046,$42.52,37.63mpg,15755.115,Dealer,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
7038,Honda City i-VTEC CVT VX,2017,4241,$271.16,42.34mpg,15755.115,Individual,First Owner,Automatic,1497 CC,145Nm@ 4600rpm,5.0,Petrol
3703,Mahindra XUV500 W10 2WD,2017,26098,$44.06,37.63mpg,15755.115,Individual,Second Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
3112,Hyundai Creta 1.6 SX Option,2019,19262,$59.7,37.16mpg,15755.115,Dealer,First Owner,Manual,1591 CC,151Nm@ 4850rpm,5.0,Petrol
37,Hyundai Verna VTVT 1.6 SX Option,2019,3107,$369.81,39.99mpg,15741.4149,Individual,First Owner,Manual,1591 CC,151Nm@ 4850rpm,5.0,Petrol
7545,Hyundai Verna VTVT 1.6 SX Option,2019,3107,$369.81,39.99mpg,15741.4149,Individual,First Owner,Manual,1591 CC,151Nm@ 4850rpm,5.0,Petrol
6533,Mahindra XUV500 W10 2WD,2015,35403,$32.4,37.63mpg,15714.0147,Individual,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
3886,Ford EcoSport S Diesel BSIV,2019,12427,$92.14,54.1mpg,15686.6145,Individual,First Owner,Manual,1498 CC,205Nm@ 1750-3250rpm,5.0,Diesel
1544,Hyundai Creta 1.6 CRDi AT S Plus,2017,31690,$36.07,40.01mpg,15659.2143,Individual,First Owner,Automatic,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
4397,Tata Nexon 1.5 Revotorq XZA Plus,2019,6214,$183.46,50.57mpg,15618.114,Individual,First Owner,Automatic,1497 CC,260Nm@ 1500-2750rpm,5.0,Diesel
121,Hyundai Creta 1.6 CRDi SX,2016,31068,$36.69,46.27mpg,15618.114,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
7720,Mahindra XUV300 W8 Option BSIV,2019,12427,$91.09,39.99mpg,15508.5132,Individual,First Owner,Manual,1197 CC,200Nm@ 2000-3500rpm,5.0,Petrol
2472,Mahindra Scorpio S10 7 Seater,2015,43496,$25.86,36.22mpg,15412.6125,Individual,First Owner,Manual,2179 CC,280Nm@ 1800-2800rpm,7.0,Diesel
5260,Hyundai Venue SX Plus Turbo DCT BSIV,2019,2175,$517.24,42.69mpg,15412.6125,Dealer,First Owner,Automatic,998 CC,171.6Nm@ 1500-4000rpm,5.0,Petrol
5902,Hyundai Creta 1.6 CRDi SX,2017,29204,$38.52,46.27mpg,15412.6125,Individual,Second Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
1029,Hyundai Creta 1.4 CRDi S Plus,2017,65244,$17.24,50.29mpg,15412.6125,Individual,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
7715,Hyundai Venue SX Plus Turbo DCT BSIV,2019,2175,$517.24,42.69mpg,15412.6125,Dealer,First Owner,Automatic,998 CC,171.6Nm@ 1500-4000rpm,5.0,Petrol
2979,Hyundai Creta 1.6 CRDi SX Option,2017,115575,$9.6,46.27mpg,15207.110999999999,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
7523,Honda City i-DTEC VX,2019,6524,$170.14,60.21mpg,15207.110999999999,Individual,First Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
7902,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,74564,$14.75,30.55mpg,15070.11,Individual,First Owner,Manual,2494 CC,200Nm@ 1400-3400rpm,8.0,Diesel
4355,Toyota Corolla Altis JS MT,2015,31068,$35.41,33.59mpg,15070.11,Individual,First Owner,Manual,1798 CC,173Nm@ 4000rpm,5.0,Petrol
577,Mahindra Scorpio 1.99 S10,2016,62137,$17.7,36.22mpg,15070.11,Individual,First Owner,Manual,1997 CC,280Nm@ 1800-2800rpm,7.0,Diesel
2091,Mahindra XUV500 W10 2WD,2015,68351,$16.09,37.63mpg,15070.11,Individual,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
3182,Mahindra XUV500 W10 2WD,2017,55149,$19.95,37.63mpg,15070.11,Dealer,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
3073,Honda City i VTEC CVT VX,2017,16156,$68.09,42.34mpg,15070.11,Individual,First Owner,Automatic,1497 CC,145Nm@ 4600rpm,5.0,Petrol
1218,Tata Safari Storme EX,2017,12427,$88.52,33.17mpg,15070.11,Individual,First Owner,Manual,2179 CC,320Nm@ 1500-3000rpm,7.0,Diesel
1017,Hyundai Verna VTVT 1.6 SX Option,2019,6214,$177.02,39.99mpg,15070.11,Individual,First Owner,Manual,1591 CC,151Nm@ 4850rpm,5.0,Petrol
4390,BMW 3 Series 320d Luxury Line,2010,63380,$17.36,46.15mpg,15070.11,Dealer,First Owner,Automatic,1995 CC,400Nm@ 1750-2500rpm,5.0,Diesel
3872,Skoda Octavia Ambition 2.0 TDI MT,2014,49088,$22.41,48.45mpg,15070.11,Individual,Second Owner,Manual,1968 CC,320Nm@ 1750-3000rpm,5.0,Diesel
6991,Mahindra XUV500 AT W10 FWD,2015,43496,$25.29,37.63mpg,15070.11,Individual,First Owner,Automatic,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
2708,BMW 3 Series 320d Highline,2009,37282,$29.5,37.8mpg,15070.11,Individual,Second Owner,Automatic,1995 CC,380Nm@ 1750-3000rpm,5.0,Diesel
346,Hyundai Creta 1.6 CRDi AT SX Plus,2017,41632,$26.42,40.01mpg,15070.11,Individual,First Owner,Automatic,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
5373,Mahindra Scorpio S10 7 Seater,2015,43496,$25.29,36.22mpg,15070.11,Individual,First Owner,Manual,2179 CC,280Nm@ 1800-2800rpm,7.0,Diesel
6645,BMW 3 Series 320d Highline,2012,49710,$22.13,37.8mpg,15070.11,Individual,Second Owner,Automatic,1995 CC,380Nm@ 1750-3000rpm,5.0,Diesel
2882,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,85128,$12.92,30.55mpg,15070.11,Individual,First Owner,Manual,2494 CC,200Nm@ 1400-3400rpm,7.0,Diesel
6608,Hyundai Creta 1.4 CRDi S,2017,24855,$44.26,50.29mpg,15070.11,Individual,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
6110,Hyundai Creta 1.6 CRDi AT SX Plus,2017,41632,$26.42,40.01mpg,15070.11,Individual,First Owner,Automatic,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
3465,Mahindra Scorpio S10 7 Seater,2015,32478,$33.87,36.22mpg,15070.11,Individual,First Owner,Manual,2179 CC,280Nm@ 1800-2800rpm,7.0,Diesel
236,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,22991,$47.84,46.27mpg,15070.11,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
988,Hyundai Verna VTVT 1.6 SX Option,2018,37282,$29.5,39.99mpg,15070.11,Individual,First Owner,Manual,1591 CC,151Nm@ 4850rpm,5.0,Petrol
680,Toyota Yaris V CVT BSIV,2018,15534,$70.81,41.87mpg,15070.11,Individual,First Owner,Automatic,1496 CC,140Nm@ 4200rpm,5.0,Petrol
4814,Honda BRV i-DTEC V MT,2019,31068,$35.41,51.51mpg,15070.11,Individual,Second Owner,Manual,1498 CC,200Nm@ 1750rpm,7.0,Diesel
1968,Toyota Corolla Altis JS MT,2015,31068,$35.41,33.59mpg,15070.11,Individual,First Owner,Manual,1798 CC,173Nm@ 4000rpm,5.0,Petrol
4283,Hyundai Creta 1.6 CRDi SX Option,2016,58409,$18.83,46.27mpg,15070.11,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
4025,Hyundai Creta 1.6 CRDi SX Plus,2016,43496,$25.29,46.27mpg,15070.11,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
5752,Mahindra XUV500 AT W10 FWD,2015,47845,$22.99,37.63mpg,15070.11,Individual,Second Owner,Automatic,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
964,Toyota Innova 2.5 VX 8 STR,2012,93827,$11.72,30.11mpg,15070.11,Individual,First Owner,Manual,2494 CC,20.4@ 1400-3400(kgm@ rpm),8.0,Diesel
4894,Mahindra XUV500 W10 2WD,2017,55149,$19.95,37.63mpg,15070.11,Dealer,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
632,Mahindra Scorpio S10 7 Seater,2016,37282,$29.5,36.22mpg,15070.11,Individual,First Owner,Manual,2179 CC,280Nm@ 1800-2800rpm,7.0,Diesel
1930,Mahindra Scorpio Intelli Hybrid S6 Plus,2017,27962,$39.34,36.22mpg,15070.11,Individual,First Owner,Manual,2179 CC,280Nm@ 1800-2800rpm,7.0,Diesel
4901,BMW 5 Series 520d,2008,75807,$14.51,43.47mpg,15070.11,Individual,Second Owner,Automatic,1995 CC,"35.7@ 1,750-3,000(kgm@ rpm)",5.0,Diesel
3604,Hyundai Santa Fe 2WD MT,2014,49710,$22.13,34.67mpg,15070.11,Individual,First Owner,Manual,2199 CC,420.7Nm@ 1800-2500rpm,7.0,Diesel
7029,Honda City i-VTEC CVT ZX,2017,12427,$88.52,42.34mpg,15070.11,Individual,First Owner,Automatic,1497 CC,145Nm@ 4600rpm,5.0,Petrol
3298,Mahindra XUV500 W7 BSIV,2018,31068,$35.41,35.52mpg,15070.11,Individual,First Owner,Manual,2179 CC,360Nm@ 1750-2800rpm,7.0,Diesel
6109,Mahindra XUV300 W8 Option BSIV,2019,10253,$106.31,39.99mpg,14933.109,Dealer,First Owner,Manual,1197 CC,200Nm@ 2000-3500rpm,5.0,Petrol
345,Mahindra XUV300 W8 Option BSIV,2019,10253,$106.31,39.99mpg,14933.109,Dealer,First Owner,Manual,1197 CC,200Nm@ 2000-3500rpm,5.0,Petrol
51,Mitsubishi Pajero Sport 4X4,2013,93827,$11.62,31.75mpg,14933.109,Dealer,First Owner,Manual,2477 CC,400Nm@ 2000-2500rpm,7.0,Diesel
399,Honda City i-VTEC CVT V,2018,621,$1747.18,42.34mpg,14864.6085,Individual,First Owner,Automatic,1497 CC,145Nm@ 4600rpm,5.0,Petrol
4528,Toyota Yaris V CVT BSIV,2018,7954,$135.78,41.87mpg,14796.108,Individual,First Owner,Automatic,1496 CC,140Nm@ 4200rpm,5.0,Petrol
1677,Toyota Yaris V CVT BSIV,2018,7954,$135.78,41.87mpg,14796.108,Individual,First Owner,Automatic,1496 CC,140Nm@ 4200rpm,5.0,Petrol
1440,BMW X1 sDrive20d M Sport,2011,26436,$40.66,46.15mpg,14727.6075,Dealer,First Owner,Automatic,1998 CC,400nm@ 1750-2500rpm,5.0,Diesel
5942,BMW X1 sDrive20d M Sport,2011,26436,$40.66,46.15mpg,14727.6075,Dealer,First Owner,Automatic,1998 CC,400nm@ 1750-2500rpm,5.0,Diesel
1991,Mahindra Marazzo M2 BSIV,2019,14292,$75.22,40.69mpg,14727.6075,Dealer,First Owner,Manual,1497 CC,300Nm@ 1750-2500rpm,7.0,Diesel
778,Ford Endeavour Hurricane Limited Edition,2013,68351,$15.73,30.11mpg,14727.6075,Individual,Third Owner,Automatic,2953 CC,380Nm(38.7kgm)@ 2500rpm,7.0,Diesel
3161,BMW X1 sDrive20d M Sport,2011,26436,$40.66,46.15mpg,14727.6075,Dealer,First Owner,Automatic,1998 CC,400nm@ 1750-2500rpm,5.0,Diesel
5516,Mahindra Marazzo M2 BSIV,2019,5344,$201.16,40.69mpg,14727.6075,Dealer,First Owner,Manual,1497 CC,300Nm@ 1750-2500rpm,7.0,Diesel
7278,Mahindra XUV500 W5 BSIV,2018,37198,$28.25,35.52mpg,14398.8051,Dealer,First Owner,Manual,2179 CC,360Nm@ 1750-2800rpm,7.0,Diesel
1181,Mahindra Scorpio S10 7 Seater,2015,55923,$18.78,36.22mpg,14385.105,Individual,First Owner,Manual,2179 CC,280Nm@ 1800-2800rpm,7.0,Diesel
5750,Maruti Ertiga ZDI Plus,2019,12427,$84.49,59.91mpg,14385.105,Individual,First Owner,Manual,1248 CC,200Nm@ 1750rpm,7.0,Diesel
2407,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,4474,$234.69,30.55mpg,14385.105,Individual,First Owner,Manual,2494 CC,200Nm@ 1200-3600rpm,8.0,Diesel
6648,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,134837,$7.79,30.55mpg,14385.105,Individual,Second Owner,Manual,2494 CC,200Nm@ 1200-3600rpm,8.0,Diesel
2875,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,74564,$14.08,30.55mpg,14385.105,Individual,First Owner,Manual,2494 CC,200Nm@ 1400-3400rpm,7.0,Diesel
2845,Mahindra Scorpio Intelli Hybrid S10 4WD,2017,55923,$18.78,36.22mpg,14385.105,Individual,First Owner,Manual,2179 CC,280Nm@ 1800-2800rpm,7.0,Diesel
7291,Hyundai Creta 1.6 CRDi AT SX Plus,2016,47939,$21.9,40.01mpg,14385.105,Dealer,First Owner,Automatic,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
6298,Hyundai Creta 1.4 CRDi S,2018,43496,$24.14,50.29mpg,14385.105,Individual,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
5159,Mahindra XUV500 AT W6 2WD,2017,28583,$36.74,37.63mpg,14385.105,Individual,First Owner,Automatic,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
2716,Hyundai Creta 1.6 CRDi AT SX Plus,2015,31068,$33.8,40.01mpg,14385.105,Individual,First Owner,Automatic,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
5510,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,16156,$64.99,54.1mpg,14385.105,Dealer,First Owner,Manual,1498 CC,205Nm@ 1750-3250rpm,5.0,Diesel
2627,Force One SX ABS 7 Seating,2018,8078,$129.98,39.99mpg,14385.105,Individual,First Owner,Manual,2200 CC,321Nm@ 1600-2400rpm,7.0,Diesel
4953,Toyota Fortuner 3.0 Diesel,2010,136701,$7.68,27.05mpg,14385.105,Individual,Second Owner,Manual,2982 CC,343Nm@ 1400-3400rpm,7.0,Diesel
4955,Mahindra XUV500 W8 4WD,2015,74564,$14.08,35.52mpg,14385.105,Individual,Second Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
5904,Honda City i-DTEC ZX,2017,31068,$33.8,60.21mpg,14385.105,Individual,First Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
6878,Mahindra Scorpio S10 7 Seater,2015,49710,$21.12,36.22mpg,14385.105,Individual,Second Owner,Manual,2179 CC,280Nm@ 1800-2800rpm,7.0,Diesel
1296,Hyundai Santa Fe 2WD AT,2014,90720,$11.57,30.6mpg,14385.105,Individual,Second Owner,Automatic,2199 CC,436.39Nm@ 1800-2500rpm,7.0,Diesel
5044,Hyundai Creta 1.4 EX Diesel,2020,12427,$84.49,51.98mpg,14385.105,Individual,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
4771,Hyundai Verna 1.6 SX CRDi (O),2017,43496,$24.14,52.5mpg,14385.105,Dealer,First Owner,Manual,1582 CC,259.8Nm@ 1900-2750rpm,5.0,Diesel
2539,Mahindra XUV500 W4,2018,9321,$112.65,37.63mpg,14385.105,Individual,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
5422,Toyota Innova 2.5 G4 Diesel 7-seater,2006,155342,$6.76,30.11mpg,14385.105,Individual,First Owner,Manual,2494 CC,20.4@ 1400-3400(kgm@ rpm),7.0,Diesel
6455,Mahindra XUV500 W8 AWD,2015,40389,$26.0,35.52mpg,14385.105,Individual,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
1843,Hyundai Creta 1.4 CRDi S,2018,43496,$24.14,50.29mpg,14385.105,Individual,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
2688,Hyundai Creta 1.4 CRDi S,2019,16777,$62.59,50.29mpg,14385.105,Individual,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
871,Toyota Corolla Altis D-4D J,2015,37282,$28.16,50.41mpg,14385.105,Individual,First Owner,Manual,1364 CC,205Nm@ 1800-2800rpm,5.0,Diesel
4992,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,43496,$24.14,30.55mpg,14385.105,Individual,First Owner,Manual,2494 CC,200Nm@ 1200-3600rpm,7.0,Diesel
2165,Mahindra Scorpio 1.99 S6 Plus,2016,36039,$29.14,36.22mpg,14385.105,Individual,First Owner,Manual,1997 CC,280Nm@ 1800-2800rpm,7.0,Diesel
7630,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,84506,$12.43,30.55mpg,14385.105,Individual,Third Owner,Manual,2494 CC,200Nm@ 1400-3400rpm,8.0,Diesel
826,Hyundai Creta 1.6 CRDi SX,2017,37282,$28.16,46.27mpg,14385.105,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
7832,Hyundai Creta 1.6 CRDi SX Option,2016,49710,$21.12,46.27mpg,14385.105,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
3602,Maruti Ertiga ZDI Plus,2018,6214,$168.97,59.91mpg,14385.105,Individual,First Owner,Manual,1248 CC,200Nm@ 1750rpm,7.0,Diesel
3544,Mahindra XUV500 W6 2WD,2015,17398,$60.35,35.52mpg,14385.105,Individual,Second Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
3687,Force One SX ABS 7 Seating,2018,8078,$129.98,39.99mpg,14385.105,Individual,First Owner,Manual,2200 CC,321Nm@ 1600-2400rpm,7.0,Diesel
463,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,74564,$14.08,30.55mpg,14385.105,Individual,First Owner,Manual,2494 CC,200Nm@ 1400-3400rpm,7.0,Diesel
7398,Mahindra XUV500 AT W8 FWD,2015,43496,$24.03,37.63mpg,14316.5907999,Individual,First Owner,Automatic,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
922,Maruti XL6 Alpha,2019,1007,$1032.77,44.71mpg,14248.104,Individual,First Owner,Manual,1462 CC,138nm@ 4400rpm,6.0,Petrol
3444,Honda WR-V i-DTEC VX,2018,9321,$111.04,59.98mpg,14179.6035,Individual,First Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
2601,Honda City i-DTEC VX,2018,37282,$27.65,60.21mpg,14124.8031,Individual,First Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
4492,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,118060,$8.72,30.55mpg,14111.103,Individual,First Owner,Manual,2494 CC,200Nm@ 1400-3400rpm,7.0,Diesel
1280,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,15534,$66.31,59.04mpg,14111.103,Individual,First Owner,Manual,1248 CC,200Nm@ 1750rpm,5.0,Diesel
4798,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,4971,$206.2,50.57mpg,14042.602499999999,Dealer,First Owner,Automatic,1497 CC,260Nm@ 1500-2750rpm,5.0,Diesel
72,Maruti Vitara Brezza ZDi Plus AMT,2019,6120,$167.48,57.16mpg,14042.602499999999,Individual,First Owner,Automatic,1248 CC,200Nm@ 1750rpm,5.0,Diesel
4767,Maruti Ciaz Delta Automatic BSIV,2019,9321,$109.97,47.7mpg,14042.602499999999,Dealer,First Owner,Automatic,1462 CC,138Nm@ 4400rpm,5.0,Petrol
7988,Maruti Ciaz Alpha Diesel,2019,19884,$51.55,66.07mpg,14042.602499999999,Individual,First Owner,Manual,1248 CC,200Nm@ 1750rpm,5.0,Diesel
7281,Honda City i-VTEC CVT ZX,2017,42340,$24.21,42.34mpg,14042.602499999999,Dealer,First Owner,Automatic,1497 CC,145Nm@ 4600rpm,5.0,Petrol
5152,Audi Q7 3.0 TDI Quattro,2009,74564,$13.75,28.39mpg,14042.602499999999,Individual,Third Owner,Automatic,2967 CC,550Nm@ 1750-2750rpm,7.0,Diesel
164,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,4971,$206.2,50.57mpg,14042.602499999999,Dealer,First Owner,Automatic,1497 CC,260Nm@ 1500-2750rpm,5.0,Diesel
7964,Maruti Ciaz Alpha Diesel,2019,19884,$51.55,66.07mpg,14042.602499999999,Individual,First Owner,Manual,1248 CC,200Nm@ 1750rpm,5.0,Diesel
7022,Mahindra XUV500 W4,2016,13994,$73.25,37.63mpg,14042.602499999999,Dealer,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
2585,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,37282,$27.36,30.55mpg,13974.0882999,Individual,Second Owner,Manual,2494 CC,200Nm@ 1200-3600rpm,7.0,Diesel
820,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,54681,$18.65,30.55mpg,13974.0882999,Individual,Second Owner,Manual,2494 CC,200Nm@ 1400-3400rpm,7.0,Diesel
4891,Mahindra XUV500 W10 2WD,2015,15348,$65.16,37.63mpg,13700.1,Individual,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
4880,BMW 5 Series 525d,2010,37282,$26.82,39.35mpg,13700.1,Individual,First Owner,Automatic,1995 CC,450Nm@ 1750-2500rpm,5.0,Diesel
4719,Mahindra XUV500 W8 AWD,2014,31068,$32.19,35.52mpg,13700.1,Individual,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
3497,Mahindra Scorpio S3 9 Seater BSIV,2018,21748,$45.98,36.22mpg,13700.1,Individual,First Owner,Manual,2523 CC,200Nm@ 1400-2200rpm,7.0,Diesel
6497,Hyundai Creta 1.6 CRDi SX Option,2015,31068,$32.19,46.27mpg,13700.1,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
4114,Mahindra XUV500 W6 2WD,2016,62137,$16.09,37.63mpg,13700.1,Individual,First Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
7328,Honda Mobilio RS Option i DTEC,2015,28583,$34.99,57.63mpg,13700.1,Individual,First Owner,Manual,1498 CC,200Nm@ 1750rpm,7.0,Diesel
4647,Maruti XL6 Alpha,2019,9321,$107.28,44.71mpg,13700.1,Individual,First Owner,Manual,1462 CC,138nm@ 4400rpm,6.0,Petrol
7517,Hyundai Creta 1.6 CRDi SX Option,2015,45671,$21.9,46.27mpg,13700.1,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
5798,Hyundai Creta 1.6 CRDi AT SX Plus,2017,37282,$26.82,40.01mpg,13700.1,Individual,Second Owner,Automatic,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
1565,Toyota Yaris V BSIV,2018,2669,$374.67,40.22mpg,13700.1,Trustmark Dealer,First Owner,Manual,1496 CC,140Nm@ 4200rpm,5.0,Petrol
7770,Hyundai Creta 1.6 CRDi SX Option,2015,31068,$32.19,46.27mpg,13700.1,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
1566,Toyota Yaris V BSIV,2018,3249,$307.79,40.22mpg,13700.1,Trustmark Dealer,First Owner,Manual,1496 CC,140Nm@ 4200rpm,5.0,Petrol
7195,Honda City i DTec VX,2016,31068,$32.19,61.16mpg,13700.1,Individual,Second Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
1675,Volkswagen Vento 1.5 TDI Highline AT,2016,37282,$26.82,52.1mpg,13700.1,Individual,First Owner,Automatic,1498 CC,250Nm@ 1500-3000rpm,5.0,Diesel
1862,Toyota Yaris V BSIV,2018,3249,$307.79,40.22mpg,13700.1,Trustmark Dealer,First Owner,Manual,1496 CC,140Nm@ 4200rpm,5.0,Petrol
1861,Toyota Yaris V BSIV,2018,2669,$374.67,40.22mpg,13700.1,Trustmark Dealer,First Owner,Manual,1496 CC,140Nm@ 4200rpm,5.0,Petrol
6337,BMW X1 sDrive20d,2011,31068,$32.19,40.1mpg,13700.1,Individual,First Owner,Automatic,1995 CC,380Nm@ 1750-2750rpm,5.0,Diesel
4012,Mahindra XUV300 W8 Option BSIV,2019,13670,$73.15,39.99mpg,13700.1,Individual,First Owner,Manual,1197 CC,200Nm@ 2000-3500rpm,5.0,Petrol
3296,Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,31068,$32.19,30.55mpg,13700.1,Individual,First Owner,Manual,2494 CC,200Nm@ 1200-3600rpm,8.0,Diesel
249,Maruti Ertiga SHVS ZDI Plus,2016,43496,$22.99,57.67mpg,13700.1,Individual,First Owner,Manual,1248 CC,200Nm@ 1750rpm,7.0,Diesel
2462,Mahindra Ssangyong Rexton RX7,2013,24855,$40.23,26.3mpg,13700.1,Individual,First Owner,Automatic,2696 CC,402Nm@ 1600-3000rpm,7.0,Diesel
3350,Hyundai Verna CRDi 1.6 AT SX Plus,2018,18641,$53.65,51.75mpg,13700.1,Individual,First Owner,Automatic,1582 CC,259.87nm@ 1500-3000rpm,5.0,Diesel
5691,Nissan Terrano XL 85 PS,2015,68351,$14.63,48.1mpg,13700.1,Individual,First Owner,Manual,1461 CC,200Nm@ 1900rpm,5.0,Diesel
3287,Mahindra XUV500 W8 2WD,2014,74564,$13.41,35.52mpg,13700.1,Individual,Third Owner,Manual,2179 CC,330Nm@ 1600-2800rpm,7.0,Diesel
6414,Honda WR-V i-DTEC VX,2019,44739,$22.35,59.98mpg,13700.1,Individual,First Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
4681,Mahindra Scorpio 1.99 S10 4WD,2016,69593,$14.37,36.22mpg,13700.1,Dealer,Second Owner,Manual,1997 CC,280Nm@ 1800-2800rpm,7.0,Diesel
2660,Mahindra Scorpio 1.99 S4,2015,21748,$45.98,36.22mpg,13700.1,Individual,First Owner,Manual,1997 CC,280Nm@ 1800-2800rpm,7.0,Diesel
5400,Mercedes-Benz New C-Class C 250 CDI Elegance,2011,55923,$17.88,35.14mpg,13700.1,Dealer,First Owner,Automatic,2143 CC,500Nm@ 1600-1800rpm,5.0,Diesel
944,Hyundai Creta 1.4 EX Diesel,2019,9321,$107.28,51.98mpg,13700.1,Individual,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
7491,Honda Mobilio RS Option i DTEC,2015,28583,$34.99,57.63mpg,13700.1,Individual,First Owner,Manual,1498 CC,200Nm@ 1750rpm,7.0,Diesel
6188,Hyundai Creta 1.6 CRDi SX Option,2015,43496,$22.99,46.27mpg,13700.1,Individual,First Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
6988,Mahindra Scorpio S10 7 Seater,2015,82642,$12.1,36.22mpg,13700.1,Individual,Second Owner,Manual,2179 CC,280Nm@ 1800-2800rpm,7.0,Diesel
1881,Maruti Ciaz S 1.3,2018,24855,$40.23,66.07mpg,13700.1,Individual,First Owner,Manual,1248 CC,200Nm@ 1750rpm,5.0,Diesel
3688,Maruti XL6 Alpha,2019,9321,$107.28,44.71mpg,13700.1,Individual,First Owner,Manual,1462 CC,138nm@ 4400rpm,6.0,Petrol
4526,Volkswagen Vento 1.5 TDI Highline AT,2016,37282,$26.82,52.1mpg,13700.1,Individual,First Owner,Automatic,1498 CC,250Nm@ 1500-3000rpm,5.0,Diesel
