,model,selling_price,mileage
1592,2012 Mahindra Bolero 2011-2019 SLX,420000,15.96 kmpl
1593,2018 Mahindra Marazzo M6 8Str,1200000,17.3 kmpl
1594,2018 Renault KWID 1.0 RXT Optional,350000,23.01 kmpl
1595,2014 Honda City i VTEC VX,650000,17.4 kmpl
1596,2017 Maruti Wagon R VXI BS IV,400000,20.51 kmpl
1597,2018 Tata Nexon 1.5 Revotorq XM,700000,21.5 kmpl
1598,2017 Hyundai Xcent 1.2 Kappa SX,520000,19.1 kmpl
1599,2012 Mahindra Scorpio LX BSIV,450000,12.05 kmpl
1600,2017 Tata Safari Storme EX,850000,14.1 kmpl
1601,2017 Renault KWID RXT,350000,25.17 kmpl
1602,2011 Mahindra Xylo D2,450000,13.0 kmpl
1603,2008 Hyundai i10 Era,165000,19.81 kmpl
1604,2010 Hyundai Santro Xing GLS,160000,17.92 kmpl
1605,2011 Tata New Safari DICOR 2.2 EX 4x4,300000,13.93 kmpl
1606,2012 Mahindra Scorpio VLX 2WD BSIV,550000,12.05 kmpl
1607,2015 Maruti Alto K10 VXI,285000,23.95 kmpl
1608,2016 Hyundai Creta 1.6 CRDi SX,850000,19.67 kmpl
1609,2018 Ford Freestyle Titanium Petrol BSIV,700000,19.0 kmpl
1610,2018 Maruti Ertiga ZXI Plus Petrol,900000,19.34 kmpl
1611,2005 Maruti Alto LXi BSIII,180000,19.7 kmpl
1612,2016 Hyundai EON D Lite Plus Option,220000,21.1 kmpl
1613,2013 Tata Indica Vista Quadrajet LS,120000,22.3 kmpl
1614,2010 Hyundai i20 Asta Optional With Sunroof 1.2,220000,17.0 kmpl
1615,2013 Chevrolet Sail Hatchback LS ABS,420000,22.1 kmpl
1616,2013 Tata Indica Vista TDI LS,160000,19.4 kmpl
1617,2015 Hyundai EON Era Plus,250000,21.1 kmpl
1618,2013 Maruti Ertiga ZDI,385000,20.77 kmpl
1619,2014 Maruti Wagon R VXI BS IV with ABS,318000,20.51 kmpl
1620,2018 Hyundai Xcent 1.2 VTVT S,480000,20.14 kmpl
1621,2015 Maruti Celerio VXI,330000,23.1 kmpl
1622,2011 Tata Indica Vista Aqua 1.4 TDI,152000,17.0 kmpl
1623,2014 Maruti Alto 800 LXI,250000,22.74 kmpl
1624,2011 Tata Indica Vista Aqua 1.4 TDI,248000,17.0 kmpl
1625,2011 Nissan Micra XV,300000,18.06 kmpl
1626,2017 Hyundai i20 1.2 Spotz,550000,18.6 kmpl
1627,2016 Hyundai i20 Sportz 1.4 CRDi,650000,22.54 kmpl
1628,2017 Hyundai Grand i10 Magna,445000,18.9 kmpl
1629,2010 Toyota Innova 2.5 V Diesel 7-seater,450000,12.8 kmpl
1630,2016 Mahindra NuvoSport N8,600000,17.45 kmpl
1631,2014 Renault Duster Adventure Edition,495000,19.01 kmpl
1632,2011 Maruti SX4 ZXI AT,220000,12.6 kmpl
1633,2011 Maruti SX4 ZXI AT,260000,12.6 kmpl
1634,2009 Hyundai Santro Xing GLS,150000,17.92 kmpl
1635,2011 Ford Figo Diesel Titanium,200000,20.0 kmpl
1636,2018 Mahindra Scorpio S11 BSIV,1465000,16.36 kmpl
1637,2012 Toyota Etios Liva GD,285000,
1638,2008 Honda Civic Hybrid,250000,20.0 kmpl
1639,2014 Mahindra Xylo D4,310000,14.95 kmpl
1640,2010 Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,600000,11.79 kmpl
1641,2018 Maruti Baleno Delta 1.2,560000,21.4 kmpl
1642,2016 Maruti Swift Dzire VXI,500000,20.85 kmpl
1643,2013 Hyundai Grand i10 CRDi Asta Option,270000,24.0 kmpl
1644,2013 Hyundai Verna 1.6 SX,420000,22.32 kmpl
1645,2015 Maruti Swift Dzire LXI,434999,20.85 kmpl
1646,2015 Hyundai Xcent 1.2 Kappa AT S Option,400000,16.9 kmpl
1647,2015 Maruti Swift Dzire VDI,470000,26.59 kmpl
1648,2015 Nissan Terrano XL 85 PS,480000,20.45 kmpl
1649,2008 Hyundai Santro Xing GL,105000,0.0 kmpl
1650,2017 Tata Tiago 1.05 Revotorq XE,325000,27.28 kmpl
1651,2012 Toyota Etios Liva GD,280000,
1652,2020 Hyundai Grand i10 Nios AMT Sportz,675000,20.7 kmpl
1653,2009 Hyundai i10 Sportz Option,170000,20.36 kmpl
1654,2017 Hyundai Creta 1.6 CRDi SX Option,1250000,19.67 kmpl
1655,2012 Honda Accord 2.4 M/T,600000,12.8 kmpl
1656,2014 Honda City i DTEC VX,819999,25.1 kmpl
1657,2016 Hyundai i20 2015-2017 Asta Option 1.2,650000,18.6 kmpl
1658,2007 Maruti Wagon R LXI DUO BSIII,105000,17.3 km/kg
1659,2009 Mahindra Renault Logan 1.5 Diesel DLSX,200000,17.0 kmpl
1660,2013 Tata Indigo CS LX (TDI) BS III,200000,19.09 kmpl
1661,2016 Maruti Omni E MPI STD BS IV,220000,16.8 kmpl
1662,2014 Volkswagen Vento 1.6 Highline,500000,15.04 kmpl
1663,2007 Mahindra Renault Logan 1.5 DLX Diesel,175000,19.2 kmpl
1664,2018 Tata Tiago 1.2 Revotron XZ,450000,23.84 kmpl
1665,2008 Chevrolet Optra Magnum 2.0 LT,210000,16.52 kmpl
1666,2011 Maruti Ritz VDi,270000,21.1 kmpl
1667,2006 Tata Indica V2 DLS TC,110000,16.8 kmpl
1668,2015 Maruti Swift Dzire VDI,480000,26.59 kmpl
1669,2016 Maruti Swift Dzire AMT ZDI,650000,26.59 kmpl
1670,2013 Maruti Swift Dzire VDI,480000,23.4 kmpl
1671,2016 Hyundai i20 Asta Option 1.4 CRDi,700000,22.54 kmpl
1672,2015 Maruti Ertiga VDI,650000,20.77 kmpl
1673,2015 Hyundai Creta 1.6 CRDi SX Plus Dual Tone,1300000,19.67 kmpl
1674,2016 Volkswagen Jetta 2.0L TDI Highline AT,1350000,16.96 kmpl
1675,2016 Volkswagen Vento 1.5 TDI Highline AT,1000000,22.15 kmpl
1676,2011 Mercedes-Benz M-Class ML 350 4Matic,1700000,0.0 kmpl
1677,2018 Toyota Yaris V CVT BSIV,1080000,17.8 kmpl
1678,2012 Hyundai EON D Lite,170000,21.1 kmpl
1679,2017 Maruti Swift DDiS VDI,610000,28.4 kmpl
1680,2014 Maruti Ritz VXi,350000,18.5 kmpl
1681,2016 Maruti Alto 800 LXI,260000,22.74 kmpl
1682,2015 Fiat Linea 1.3 Multijet Emotion,700000,20.4 kmpl
1683,2018 Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,678000,18.78 kmpl
1684,2015 Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,23.65 kmpl
1685,2014 Toyota Etios GD,400000,23.59 kmpl
1686,2010 Hyundai i20 Magna,300000,18.5 kmpl
1687,2016 Hyundai i20 2015-2017 Magna 1.2,520000,18.6 kmpl
1688,2017 Nissan Terrano XV D Premium AMT,850000,19.61 kmpl
1689,2019 Mahindra Marazzo M8,1460000,17.3 kmpl
1690,2017 Tata Nexon 1.5 Revotorq XZ Plus,830000,21.5 kmpl
1691,2018 Datsun GO T Option BSIV,430000,20.63 kmpl
1692,2017 Ford EcoSport 1.5 TDCi Platinum Edition BSIV,850000,22.77 kmpl
1693,2017 Maruti Swift Dzire ZXI,650000,20.85 kmpl
1694,2008 Hyundai Verna CRDi,120000,16.8 kmpl
1695,2016 Mahindra TUV 300 T8,730000,18.49 kmpl
1696,2019 Maruti Ignis 1.2 AMT Delta BSIV,525000,20.89 kmpl
1697,2015 Hyundai i20 Active 1.4 SX,600000,21.19 kmpl
1698,2019 Maruti Swift LXI,500000,21.21 kmpl
1699,2009 Hyundai Santro Xing GLS,150000,17.92 kmpl
1700,2015 Maruti Wagon R VXI BS IV,409999,20.51 kmpl
1701,2016 Mahindra TUV 300 T8,625000,18.49 kmpl
1702,2015 Renault KWID RXT,290000,25.17 kmpl
1703,2015 Honda Mobilio V i VTEC,500000,17.3 kmpl
1704,2011 Hyundai Verna 1.6 SX,475000,22.32 kmpl
1705,2013 Hyundai EON Era Plus,190000,21.1 kmpl
1706,2014 Mahindra XUV500 W6 2WD,750000,15.1 kmpl
1707,2014 Nissan Terrano XV 110 PS,525000,19.01 kmpl
1708,2012 Chevrolet Cruze LTZ,495000,17.3 kmpl
1709,2017 Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,13.6 kmpl
1710,2019 Lexus ES 300h,5150000,22.37 kmpl
1711,2017 Jaguar XF 2.0 Diesel Portfolio,3200000,19.33 kmpl
1712,2015 Tata Safari Storme EX,503000,14.1 kmpl
1713,2019 Volvo XC40 D4 Inscription BSIV,3800000,18.0 kmpl
1714,2016 Toyota Camry 2.5 Hybrid,2000000,19.16 kmpl
1715,2013 Maruti Wagon R LXI,225000,21.79 kmpl
1716,2018 Maruti Baleno Alpha 1.3,740000,27.39 kmpl
1717,2016 Honda Jazz VX,550000,18.2 kmpl
1718,2013 Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,12.99 kmpl
1719,2019 Maruti Swift AMT VVT VXI,650000,22.0 kmpl
1720,2017 Toyota Etios VX,625000,16.78 kmpl
1721,2018 Maruti Swift AMT ZXI,600000,22.0 kmpl
1722,2017 Hyundai Grand i10 1.2 CRDi Sportz,450000,24.0 kmpl
1723,2019 BMW X4 M Sport X xDrive20d,5400000,16.78 kmpl
1724,2019 BMW X4 M Sport X xDrive20d,5500000,16.78 kmpl
1725,2019 Honda Amaze V CVT Petrol BSIV,779000,19.0 kmpl
1726,2016 Skoda Rapid 1.6 MPI AT Elegance,645000,14.3 kmpl
1727,2018 Volvo V40 D3 R-Design,2475000,16.8 kmpl
1728,2010 Honda City 1.5 V AT,321000,16.8 kmpl
1729,2017 Toyota Etios Liva 1.2 V Dual Tone,585000,17.71 kmpl
1730,2011 Ford Figo Diesel EXI,225000,20.0 kmpl
1731,2017 Honda Amaze E i-DTEC,500000,25.8 kmpl
1732,2011 Hyundai i20 1.4 CRDi Asta,350000,23.0 kmpl
1733,2016 Maruti Ertiga SHVS LDI Option,756000,24.52 kmpl
1734,2014 Maruti Alto 800 VXI,240000,22.74 kmpl
1735,2012 Maruti Omni 8 Seater BSII,80000,19.7 kmpl
1736,2019 Hyundai i20 Active S Petrol,800000,17.19 kmpl
1737,2018 Tata Hexa XE,1250000,17.6 kmpl
1738,2009 Mahindra Scorpio VLS 2.2 mHawk,320000,12.05 kmpl
1739,2017 Hyundai Grand i10 Sportz,509999,18.9 kmpl
1740,2019 Tata Zest Quadrajet 1.3 75PS XE,650000,22.95 kmpl
1741,2011 Maruti Alto K10 2010-2014 VXI,210000,20.92 kmpl
1742,2008 Maruti Alto LXi,110000,19.7 kmpl
1743,2017 Tata Nexon 1.5 Revotorq XE,665000,21.5 kmpl
1744,2017 Volkswagen Ameo 1.5 TDI Comfortline,555000,21.66 kmpl
1745,2017 Volkswagen Ameo 1.5 TDI Comfortline,560000,21.66 kmpl
1746,2016 Mahindra KUV 100 mFALCON D75 K6 Plus,375000,25.32 kmpl
1747,2011 Maruti Swift VDI BSIV W ABS,290000,
1748,2017 Toyota Fortuner 2.8 4WD AT BSIV,2950000,15.04 kmpl
1749,2017 Maruti Swift Dzire VDI,605000,28.4 kmpl
1750,2017 Honda WR-V i-VTEC VX,720000,17.5 kmpl
1751,2017 Maruti Ertiga SHVS ZDI Plus,800000,24.52 kmpl
1752,2017 Mahindra XUV500 W10 2WD,1325000,16.0 kmpl
1753,2011 Mitsubishi Pajero 2.8 SFX BSIII Single Tone,625000,10.5 kmpl
1754,2011 Hyundai i20 1.4 CRDi Sportz,350000,23.0 kmpl
1755,2012 Toyota Innova 2.5 G (Diesel) 8 Seater,600000,12.99 kmpl
1756,2012 Hyundai i20 Sportz 1.2,300000,18.5 kmpl
1757,2011 Tata New Safari DICOR 2.2 VX 4x2 BS IV,240000,13.93 kmpl
1758,2016 Ford Figo 1.5D Trend MT,377000,25.83 kmpl
1759,2013 Maruti Ertiga VXI,450000,16.02 kmpl
1760,2008 Hyundai Verna Xi (Petrol),160000,13.9 kmpl
1761,2019 Hyundai Xcent 1.2 VTVT E,525000,20.14 kmpl
1762,2011 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,550000,12.8 kmpl
1763,2010 Chevrolet Cruze LTZ,270000,18.3 kmpl
1764,2016 Toyota Etios GD,570000,23.59 kmpl
1765,2011 Ford Figo Diesel Titanium,225000,20.0 kmpl
1766,2019 Hyundai Xcent 1.2 VTVT S,590000,20.14 kmpl
1767,2018 Jeep Compass 2.0 Longitude Option BSIV,1675000,17.1 kmpl
1768,2019 Ford Aspire Titanium BSIV,800000,19.4 kmpl
1769,2014 Chevrolet Sail 1.2 LS ABS,450000,18.2 kmpl
1770,2012 Tata Indigo LX,300000,17.0 kmpl
1771,2017 Hyundai i20 1.2 Spotz,645000,18.6 kmpl
1772,2013 Maruti Swift Dzire VDI,520000,23.4 kmpl
1773,2013 Hyundai EON Magna Plus,200000,21.1 kmpl
1774,2015 Honda City i VTEC V,700000,17.4 kmpl
1775,2000 Maruti 800 AC,45000,16.1 kmpl
1776,2016 Ford Figo Aspire 1.5 TDCi Ambiente,459999,25.83 kmpl
1777,2014 Maruti Ritz VDi,325000,23.2 kmpl
1778,2015 Maruti Wagon R VXI BS IV,350000,20.51 kmpl
1779,2011 Hyundai Verna 1.6 CRDI,440000,22.32 kmpl
1780,2011 Hyundai i20 1.4 CRDi Magna,320000,21.9 kmpl
1781,2011 Chevrolet Spark 1.0 LS,169000,18.0 kmpl
1782,2013 Volkswagen Polo Petrol Comfortline 1.2L,350000,16.47 kmpl
1783,2014 Ford Classic 1.4 Duratorq Titanium,350000,19.68 kmpl
1784,2013 Ford Figo Diesel Celebration Edition,310000,20.0 kmpl
1785,2007 Maruti Swift 1.3 VXi,150000,
1786,2010 Mahindra Scorpio M2DI,420000,13.5 kmpl
1787,2015 Maruti Ciaz AT ZXi,685000,19.12 kmpl
1788,2014 Renault Duster 4x4,560000,19.72 kmpl
1789,2013 Maruti Swift VDI,470000,22.9 kmpl
1790,2011 Hyundai Verna Transform VTVT,380000,16.2 kmpl
1791,2015 Mahindra Scorpio 1.99 S6 Plus,670000,15.4 kmpl
1792,2018 Maruti Swift Dzire LXI 1.2 BS IV,550000,22.0 kmpl
1793,2016 Hyundai Verna 1.6 VTVT SX,749000,17.01 kmpl
1794,2015 Hyundai Creta 1.6 CRDi SX Option,899000,19.67 kmpl
1795,2011 Chevrolet Optra Magnum 2.0 LS BSIII,290000,16.52 kmpl
1796,2014 Toyota Innova 2.5 VX (Diesel) 7 Seater,869999,12.99 kmpl
1797,2015 Datsun GO Plus A,350000,20.62 kmpl
1798,2017 Maruti Swift Dzire VXI,500000,20.85 kmpl
1799,2014 Skoda Rapid 1.5 TDI AT Ambition Plus,400000,21.66 kmpl
1800,2016 Renault KWID RXT,260000,25.17 kmpl
1801,2015 Maruti Alto 800 LXI,220000,22.74 kmpl
1802,2014 Chevrolet Enjoy TCDi LS 8 Seater,190000,18.2 kmpl
1803,2016 Hyundai Grand i10 Magna,400000,18.9 kmpl
1804,2014 Chevrolet Beat Diesel LT Option,170000,25.44 kmpl
1805,2019 Hyundai Elite i20 Magna Plus BSIV,650000,18.6 kmpl
1806,2007 Maruti 800 AC BSIII,60000,16.1 kmpl
1807,2007 Tata New Safari 4X2,300000,12.0 kmpl
1808,2012 Chevrolet Spark 1.0 LT,125000,16.2 kmpl
1809,2013 Tata Indica Vista Aqua 1.3 Quadrajet (ABS),130000,
1810,2012 Mahindra XUV500 W6 2WD,500000,15.1 kmpl
1811,2011 Maruti Alto LX,170000,19.7 kmpl
1812,2012 Maruti Swift Dzire LDi,310000,19.3 kmpl
1813,2011 Chevrolet Spark 1.0 LT,130000,18.0 kmpl
1814,2016 Maruti Wagon R VXI Optional,465000,20.51 kmpl
1815,1995 Mahindra Jeep MM 540,160000,
1816,2005 Mercedes-Benz E-Class E270 CDI,800000,11.0 kmpl
1817,2012 Maruti Alto K10 Knightracer,260000,20.2 kmpl
1818,2013 Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,500000,15.96 kmpl
1819,2017 Renault KWID 1.0 RXT 02 Anniversary Edition,325000,23.01 kmpl
1820,2013 Mahindra Bolero 2011-2019 DI NON AC BS III White,400000,15.96 kmpl
1821,2018 Toyota Fortuner 2.8 4WD MT BSIV,3200000,14.24 kmpl
1822,2007 Tata Indica V2 DLE BSIII,200000,17.88 kmpl
1823,2013 Mahindra Quanto C2,450000,17.21 kmpl
1824,2012 Tata Indigo V BSIII,229999,17.0 kmpl
1825,2016 Hyundai EON Magna Plus,340000,21.1 kmpl
1826,2014 Mahindra Bolero 2011-2019 SLE BSIII,550000,15.96 kmpl
1827,2011 Ford Endeavour 3.0L 4X4 AT,975000,11.4 kmpl
1828,2019 Volvo XC40 D4 Inscription BSIV,3800000,18.0 kmpl
1829,2010 Volkswagen Jetta 1.6 Trendline,225000,14.0 kmpl
1830,2018 Ford Endeavour 3.2 Titanium AT 4X4,3250000,10.91 kmpl
1831,2013 Tata Indigo eCS VX BSIV,280000,25.0 kmpl
1832,2019 Honda Amaze V Petrol BSIV,700000,19.5 kmpl
1833,2012 Tata Indigo CS eLX BS IV,259000,23.03 kmpl
1834,2018 Toyota Fortuner 2.8 4WD AT BSIV,3200000,15.04 kmpl
1835,2018 Mahindra XUV500 W10 1.99 mHawk,1400000,16.0 kmpl
1836,2015 Ford Figo 1.5P Titanium AT,416000,17.01 kmpl
1837,2011 Tata Manza ELAN Quadrajet BS III,250000,19.0 kmpl
1838,2010 Tata Manza Aura (ABS) Quadrajet BS IV,210000,21.12 kmpl
1839,2008 Mahindra Scorpio VLX 2WD BSIII,290000,12.05 kmpl
1840,2012 Tata Indigo CS eLS BS IV,220000,23.03 kmpl
1841,2012 Tata Indigo eCS LX BSIV,246000,23.03 kmpl
1842,2018 Maruti Omni E MPI STD BS IV,260000,16.8 kmpl
1843,2018 Hyundai Creta 1.4 CRDi S,1050000,21.38 kmpl
1844,2012 Tata Manza Club Class Quadrajet90 LX,290000,21.02 kmpl
1845,2013 Tata Indigo eCS VX BSIV,310000,25.0 kmpl
1846,2018 Hyundai i20 1.2 Asta,700000,18.6 kmpl
1847,2016 Maruti Swift VXI Optional,550000,20.4 kmpl
1848,2017 Tata Indigo CS LX (TDI) BS-III,450000,19.09 kmpl
1849,2016 Honda City i VTEC VX,773000,17.8 kmpl
1850,2017 Tata Tiago 1.2 Revotron XZ,450000,23.84 kmpl
1851,2019 Maruti Eeco 5 Seater AC BSIV,409999,15.37 kmpl
1852,2003 Maruti 800 Std MPFi,45000,16.1 kmpl
1853,2014 Nissan Teana XL,600000,11.07 kmpl
1854,2010 Chevrolet Beat LT,250000,18.6 kmpl
1855,2008 Tata Indica V2 DLS TC,70000,16.8 kmpl
1856,2019 Honda Amaze S i-VTEC,690000,17.8 kmpl
1857,2018 Audi Q5 35TDI Premium Plus,3975000,17.01 kmpl
1858,2019 Lexus ES 300h,5150000,22.37 kmpl
1859,2017 Jaguar XF 2.0 Diesel Portfolio,3200000,19.33 kmpl
1860,2017 Jeep Wrangler 2016-2019 3.6 4X4,4100000,9.5 kmpl
1861,2018 Toyota Yaris V BSIV,1000000,17.1 kmpl
1862,2018 Toyota Yaris V BSIV,1000000,17.1 kmpl
1863,2016 Toyota Camry 2.5 Hybrid,2000000,19.16 kmpl
1864,2018 Maruti Ciaz 1.3 Alpha,925000,28.09 kmpl
1865,2016 Honda Jazz VX,550000,18.2 kmpl
1866,2018 Maruti Wagon R VXI BS IV,430000,20.51 kmpl
1867,2013 Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,12.99 kmpl
1868,2016 Honda City i VTEC V,675000,17.8 kmpl
1869,2017 Maruti Baleno Delta,570000,21.01 kmpl
1870,2017 Maruti Vitara Brezza ZDi Plus,850000,24.3 kmpl
1871,2019 BMW X4 M Sport X xDrive20d,5400000,16.78 kmpl
1872,2019 BMW X4 M Sport X xDrive20d,5500000,16.78 kmpl
1873,2019 Honda Amaze V CVT Petrol BSIV,779000,19.0 kmpl
1874,2018 Ford Ecosport 1.5 Petrol Ambiente,640000,15.9 kmpl
1875,2013 Tata Indigo CS LS (TDI) BS-III,250000,19.09 kmpl
1876,2018 Renault Duster 110PS Diesel RxZ,1250000,19.6 kmpl
1877,2017 Ford EcoSport 1.5 Petrol Titanium BSIV,889000,17.0 kmpl
1878,2017 Hyundai i20 2015-2017 Asta Option 1.4 CRDi,750000,22.54 kmpl
1879,2010 Maruti Swift Ldi BSIV,320000,17.8 kmpl
1880,2011 Skoda Yeti Ambition 4WD,600000,17.67 kmpl
1881,2018 Maruti Ciaz S 1.3,1000000,28.09 kmpl
1882,2000 Maruti Zen LX,110000,17.3 kmpl
1883,2008 Honda City 2017-2020 GXi,250000,17.7 kmpl
1884,2015 Maruti Swift Dzire VDI,600000,26.59 kmpl
1885,2009 Maruti Zen Estilo LXI BS IV,165000,19.0 kmpl
1886,2004 Maruti Alto LXI,118000,19.7 kmpl
1887,2016 Maruti Baleno Delta 1.3,700000,27.39 kmpl
1888,2013 Renault Duster 85PS Diesel RxL Optional,585000,20.46 kmpl
1889,2006 Maruti Alto LXi,120000,19.7 kmpl
1890,2003 Maruti 800 Std MPFi,65000,16.1 kmpl
1891,2006 Maruti Alto LX,150000,19.7 kmpl
1892,2009 Maruti Alto Std,150000,19.7 kmpl
1893,2004 Hyundai Accent VIVA CRDi,170000,13.1 kmpl
1894,2006 Mahindra Scorpio 2.6 CRDe,250000,10.5 kmpl
1895,2005 Hyundai Accent CRDi,100000,13.1 kmpl
1896,2013 Maruti Ertiga VDI,599000,20.77 kmpl
1897,2010 Chevrolet Cruze LTZ,250000,18.3 kmpl
1898,2016 Maruti Swift VXI Optional,570000,20.4 kmpl
1899,2013 Volkswagen Polo Diesel Highline 1.2L,440000,22.07 kmpl
1900,2005 Toyota Innova 2.5 E Diesel MS 7-seater,300000,11.4 kmpl
1901,2015 Nissan Micra XV CVT,300000,19.34 kmpl
1902,2011 Mahindra Scorpio VLX 2WD ABS AT BSIII,500000,11.79 kmpl
1903,2016 Maruti Swift Dzire VDI,660000,26.59 kmpl
1904,2012 Ford Fiesta Classic 1.6 Duratec LXI,256000,15.3 kmpl
1905,2018 Renault KWID 1.0 RXT Optional,409999,23.01 kmpl
1906,2015 Toyota Fortuner 4x4 MT,1888000,12.55 kmpl
1907,2011 Hyundai Santro Xing GLS LPG,250000,13.45 km/kg
1908,2009 Honda Civic 1.8 V AT,280000,12.9 kmpl
1909,2010 Mahindra Xylo D2,300000,13.0 kmpl
1910,2016 Tata Safari Storme LX,900000,14.1 kmpl
1911,2014 Maruti Zen Estilo VXI BSIV,190000,19.0 kmpl
1912,2019 Mahindra Bolero Power Plus Plus AC BSIV PS,800000,15.96 kmpl
1913,2012 Mahindra Scorpio EX,450000,14.0 kmpl
1914,2015 Mahindra Xylo D2 BS III,400000,14.95 kmpl
1915,2009 Tata New Safari Dicor VX 4X2 BS IV,150000,13.93 kmpl
1916,2011 Tata Indigo CR4,200000,23.57 kmpl
1917,2013 Mahindra XUV500 W8 AWD,600000,15.1 kmpl
1918,2010 Tata Indica Vista Aqua 1.3 Quadrajet,175000,18.0 kmpl
1919,2008 Tata Indigo CS LE (TDI) BS-III,99000,19.09 kmpl
1920,2008 Hyundai i10 Asta,215000,20.36 kmpl
1921,2011 Maruti Omni E 8 Str STD,190000,
1922,2013 Renault Duster 110PS Diesel RxL,520000,19.01 kmpl
1923,2016 Ford Endeavour 3.2 Titanium AT 4X4,2280000,10.91 kmpl
1924,2015 Tata Indica Vista TDI LS,285000,19.1 kmpl
1925,2017 Mahindra TUV 300 T4 Plus,660000,18.49 kmpl
1926,2004 Maruti 800 Std,31504,16.1 kmpl
1927,2015 Maruti Swift Dzire VXI,515000,20.85 kmpl
1928,2012 Nissan Sunny Diesel XL,295000,21.64 kmpl
1929,2015 Nissan Terrano XL 85 PS,700000,20.45 kmpl
1930,2017 Mahindra Scorpio Intelli Hybrid S6 Plus,1100000,15.4 kmpl
1931,2017 Hyundai EON 1.0 Era Plus,300000,20.3 kmpl
1932,2013 Maruti Swift VXI,450000,18.6 kmpl
1933,2010 Maruti Estilo LXI,135000,
1934,2017 Maruti Swift Dzire VDI,700000,28.4 kmpl
1935,2012 Ford Figo Diesel ZXI,250000,20.0 kmpl
1936,2009 Maruti Wagon R LXI Minor,140000,18.9 kmpl
1937,2012 Mahindra Xylo D4 BSIII,250000,14.0 kmpl
1938,2011 Hyundai i10 Era,210000,19.81 kmpl
1939,2014 Honda Amaze S i-Dtech,420000,25.8 kmpl
1940,2007 Maruti Alto LXi,130000,19.7 kmpl
1941,2012 Nissan Sunny XL,320000,16.95 kmpl
1942,2010 Maruti Wagon R LX BSIII,200000,17.3 kmpl
1943,2016 Maruti Alto 800 LXI,310000,22.74 kmpl
1944,2012 Mahindra Verito 1.5 D4 BSIII,200000,20.8 kmpl
1945,2014 Maruti Ritz VXi,350000,18.5 kmpl
1946,2018 Hyundai EON Sportz,444000,21.1 kmpl
1947,2017 Datsun RediGO T,300000,22.7 kmpl
1948,2011 Mahindra Verito 1.5 D4 BSIII,225000,21.0 kmpl
1949,2012 Mahindra Bolero 2011-2019 ZLX,600000,15.96 kmpl
1950,2013 Maruti Eeco 5 Seater AC BSIV,260000,15.37 kmpl
1951,2015 Hyundai Xcent 1.1 CRDi S Option,375000,24.4 kmpl
1952,2013 Maruti Eeco 5 Seater AC BSIV,260000,15.37 kmpl
1953,2010 Maruti Alto LXi BSIII,150000,19.7 kmpl
1954,2014 Maruti Alto LXi,110000,19.7 kmpl
1955,2012 Maruti Alto LX,225000,19.7 kmpl
1956,2011 Toyota Etios GD,400000,
1957,2005 Maruti Esteem Vxi - BSII,93000,
1958,2017 Honda City i VTEC V,860000,17.8 kmpl
1959,2018 Maruti Swift Dzire LDI,650000,28.4 kmpl
1960,2014 Maruti Ertiga ZDI,650000,20.77 kmpl
1961,2016 Hyundai Verna 1.4 CRDi,710000,24.8 kmpl
1962,2017 Ford Figo 1.5D Base MT,430000,25.83 kmpl
1963,2011 Maruti Swift Vdi BSIII,305000,17.8 kmpl
1964,2011 Ford Figo Diesel Titanium,220000,20.0 kmpl
1965,2010 Tata Sumo MKII Turbo 2.0 LX,150000,14.0 kmpl
1966,2017 Mahindra TUV 300 mHAWK100 T8,660000,18.49 kmpl
1967,2011 Chevrolet Beat Diesel LT Option,140000,25.44 kmpl
1968,2015 Toyota Corolla Altis JS MT,1100000,14.28 kmpl
1969,2013 Jaguar XF 2.2 Litre Luxury,2450000,16.36 kmpl
1970,2017 Volkswagen Ameo 1.5 TDI Comfortline AT,625000,22.0 kmpl
1971,2004 Honda City 1.5 GXI,198000,12.8 kmpl
1972,2001 Hyundai Santro GS zipPlus,60000,
1973,2005 Maruti Wagon R LXI,130000,18.9 kmpl
1974,2012 Honda City Corporate Edition,540000,16.8 kmpl
1975,2017 Hyundai Grand i10 1.2 Kappa Sportz AT,550000,18.9 kmpl
1976,2018 Maruti Celerio ZXI Optional,475000,21.63 kmpl
1977,2017 Audi Q3 2.0 TDI Quattro Premium Plus,2825000,15.73 kmpl
1978,2020 Honda Civic ZX Diesel BSIV,2125000,26.8 kmpl
1979,2018 BMW X1 sDrive20d M Sport,3350000,19.62 kmpl
1980,2018 Toyota Innova Crysta 2.8 GX AT 8S BSIV,1800000,11.36 kmpl
1981,2018 Hyundai Santro Asta BSIV,540000,20.3 kmpl
1982,2018 Force Gurkha Hard Top BS3 4WD,910000,17.0 kmpl
1983,2019 Maruti Celerio VXI,484999,21.63 kmpl
1984,2020 Hyundai Creta 1.6 CRDi AT SX Plus,1950000,17.01 kmpl
1985,2018 Maruti Vitara Brezza ZDi,950000,24.3 kmpl
